Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-2614.092	-2826.371	212.2788	1.509599	2.129511
6	-2614.087	-2825.407	211.3199	1.276425	2.875769
12	-2625.752	-2838.066	212.3137	1.593487	2.05147
18	-2601.687	-2814.025	212.3381	1.614845	2.021127
24	-2599.997	-2811.692	211.6944	1.398282	2.571697
30	-2610.786	-2822.403	211.6173	1.387342	2.6262
36	-2618.521	-2830.045	211.5236	1.548471	2.584487
42	-2604.811	-2816.665	211.854	1.45501	2.43654
48	-2615.621	-2827.979	212.3581	1.644322	1.988162
54	-2623.466	-2836.122	212.6558	1.602243	1.814699
60	-2617.197	-2829.397	212.2006	1.667797	2.077067
66	-2627.257	-2838.233	210.9763	1.641682	2.862671
72	-2617.239	-2826.717	209.4781	1.257821	3.966782
78	-2616.417	-2827.773	211.3555	1.483183	2.728243
84	-2619.873	-2830.549	210.6759	1.407517	3.182973
90	-2614.376	-2826.08	211.7039	1.501811	2.50135
96	-2615.598	-2826.549	210.951	1.539395	2.939751
102	-2605.049	-2816.87	211.8206	1.61695	2.355328
108	-2610.95	-2822.66	211.7098	1.66153	2.397282
114	-2608.978	-2820.934	211.9563	1.542592	2.316301
120	-2607.421	-2819.464	212.0427	1.571412	2.242511
126	-2592.086	-2803.139	211.0536	1.478884	2.914324
132	-2597.855	-2809.979	212.1244	1.48973	2.242514
138	-2602.471	-2814.179	211.7076	1.465143	2.521888
144	-2608.27	-2820.29	212.02	1.607987	2.233555
150	-2604.591	-2816.327	211.7352	1.511103	2.475899
156	-2609.191	-2821.49	212.299	1.520464	2.109166
162	-2602.008	-2814.098	212.0903	1.563031	2.21724
168	-2596.913	-2809.344	212.4317	1.554702	1.99886
174	-2608.407	-2820.796	212.3889	1.589202	2.004389
180	-2611.799	-2824.044	212.2449	1.665314	2.04945
186	-2610.741	-2823.192	212.4511	1.48679	2.031089
192	-2605.745	-2817.18	211.4345	1.490422	2.675344
198	-2603.082	-2813.52	210.4385	1.342969	3.361149
204	-2610.507	-2822.278	211.7705	1.459357	2.48622
210	-2612.662	-2824.223	211.5603	1.50345	2.58968
216	-2615.632	-2827.953	212.3209	1.506928	2.103701
222	-2606.668	-2818.807	212.1392	1.439551	2.265234
228	-2613.259	-2824.748	211.4894	1.268949	2.777363
234	-2615.986	-2826.695	210.7086	1.489269	3.114926
240	-2625.968	-2837.025	211.0572	1.419218	2.948156
246	-2627.402	-2838.562	211.1603	1.41613	2.887786
252	-2612.418	-2823.459	211.0408	1.520932	2.896711
258	-2619.703	-2830.813	211.1103	1.37922	2.94025
264	-2616.038	-2826.61	210.5723	1.306739	3.303799
270	-2617.485	-2830.164	212.6794	1.588016	1.808222
276	-2611.858	-2824.451	212.5925	1.674979	1.808222
282	-2607.951	-2820.77	212.8196	1.797623	1.559296
288	-2605.693	-2818.213	212.5199	1.76395	1.796885
294	-2606.786	-2819.831	213.0457	1.908097	1.300072
300	-2607.444	-2820.648	213.204	1.945243	1.134042
306	-2610.298	-2823.463	213.1653	1.849095	1.250204
312	-2621.309	-2833.462	212.1529	1.537193	2.193491
318	-2612.974	-2824.111	211.1368	1.493629	2.855117
324	-2610.545	-2820.668	210.1233	1.291574	3.575349
330	-2614.115	-2824.856	210.7401	1.331886	3.18974
336	-2603.409	-2815.345	211.9361	1.469363	2.375686
342	-2607.257	-2818.413	211.1563	1.397929	2.901236
348	-2606.885	-2818.144	211.2587	1.525381	2.76161
354	-2610.974	-2822.422	211.4479	1.487939	2.668636
360	-2623.672	-2835.62	211.9489	1.480641	2.360431
366	-2616.135	-2828.618	212.4834	1.605709	1.929943
372	-2607.826	-2819.69	211.8648	1.615774	2.327975
378	-2609.766	-2821.316	211.5504	1.542043	2.571877
384	-2608.203	-2820.837	212.6336	1.663007	1.787994
390	-2606.241	-2819.09	212.8484	1.740076	1.58036
396	-2604.978	-2817.501	212.5226	1.706847	1.834435
402	-2617.888	-2829.937	212.0489	1.544576	2.255789
408	-2613.316	-2826.026	212.7105	1.598074	1.779676
414	-2606.52	-2818.55	212.03	1.484113	2.30659
420	-2605.015	-2817.039	212.0238	1.490289	2.30659
426	-2603.862	-2813.633	209.7704	1.224029	3.81845
432	-2613.385	-2824.913	211.5286	1.450503	2.641978
438	-2611.938	-2822.414	210.4756	1.418127	3.295145
444	-2600.031	-2811.368	211.3375	1.336982	2.828376
450	-2611.811	-2823.311	211.4998	1.458245	2.654945
456	-2611.824	-2822.646	210.8222	1.341452	3.135312
462	-2615.706	-2827.818	212.1122	1.589514	2.185961
468	-2610.688	-2823.163	212.4755	1.631939	1.917557
474	-2615.421	-2827.211	211.7895	1.600202	2.385647
480	-2618.817	-2827.597	208.7795	1.446982	4.256799
486	-2620.233	-2828.729	208.4963	1.250294	4.527548
492	-2602.985	-2815.001	212.0155	1.488808	2.312843
498	-2611.927	-2824.09	212.1634	1.70802	2.075057
504	-2617.186	-2828.701	211.515	1.562991	2.580816
510	-2620.494	-2832.553	212.0587	1.382275	2.353138
516	-2607.418	-2819.248	211.8306	1.491452	2.428315
522	-2609.83	-2821.597	211.7662	1.555925	2.428315
528	-2606.762	-2819.035	212.2731	1.58783	2.081965
534	-2605.52	-2818.775	213.2554	1.735552	1.26969
540	-2602.028	-2815.066	213.0374	1.76006	1.423631
546	-2602.803	-2815.56	212.7577	1.81101	1.594806
552	-2611.129	-2823.901	212.7719	1.796789	1.594806
558	-2609.49	-2822.329	212.8388	1.766532	1.568013
564	-2599.257	-2811.975	212.7177	1.763214	1.658131
570	-2605.535	-2818.453	212.9181	1.687003	1.568178
576	-2600.737	-2813.512	212.7746	1.742705	1.632032
582	-2607.325	-2820.06	212.7358	1.674656	1.708317
588	-2605.704	-2818.931	213.2268	1.885994	1.166269
594	-2607.778	-2819.018	211.2391	1.747984	2.637045
600	-2616.074	-2827.894	211.8201	1.501863	2.428371
606	-2602.946	-2814.757	211.8113	1.560819	2.396771
612	-2617.512	-2830.236	212.7244	1.595653	1.77173
618	-2611.061	-2823.069	212.0084	1.459326	2.336179
624	-2614.831	-2826.512	211.6813	1.555359	2.481968
630	-2607.479	-2819.746	212.2673	1.680628	2.024484
636	-2611.958	-2823.163	211.2054	1.501062	2.808915
642	-2614.038	-2824.093	210.0547	1.571167	3.452353
648	-2604.52	-2815.076	210.5558	1.358407	3.283074
654	-2610.261	-2820.799	210.5378	1.374196	3.284362
660	-2632.077	-2841.927	209.8492	1.308276	3.724476
666	-2626.09	-2837.258	211.1681	1.297074	2.954909
672	-2615.019	-2825.461	210.4422	1.357205	3.350611
678	-2610.084	-2820.429	210.3451	1.447491	3.354653
684	-2605.833	-2818.163	212.3297	1.588797	2.043982
690	-2608.342	-2819.546	211.2043	1.44232	2.845274
696	-2617.242	-2827.929	210.6873	1.289438	3.246137
702	-2612.109	-2824.732	212.6232	1.671768	1.789154
708	-2601.624	-2814.688	213.0637	1.891562	1.298867
714	-2613.569	-2826.618	213.0487	1.906554	1.298867
720	-2599.245	-2811.755	212.5105	1.786269	1.787918
726	-2602.838	-2815.576	212.738	1.612527	1.750444
732	-2597.185	-2809.811	212.6265	1.623833	1.820007
738	-2595.996	-2808.999	213.0025	1.830611	1.396047
744	-2617.645	-2830.667	213.0225	1.800428	1.403919
750	-2611.653	-2824.502	212.8495	1.779329	1.550688
756	-2618.902	-2831.856	212.9536	1.81629	1.444808
762	-2619.539	-2831.012	211.4722	1.468503	2.665627
768	-2605.945	-2817.516	211.5712	1.363748	2.669149
774	-2616.547	-2828.027	211.4791	1.393868	2.707255
780	-2603.551	-2815.166	211.615	1.376556	2.634289
786	-2619.064	-2830.027	210.9629	1.391797	3.021233
792	-2602.993	-2815.739	212.7461	1.704085	1.680125
798	-2611.419	-2823.889	212.4697	1.680357	1.888681
804	-2597.933	-2810.221	212.2877	1.531945	2.109087
810	-2611.702	-2823.607	211.9056	1.484977	2.385089
816	-2614.82	-2826.926	212.1062	1.420192	2.298764
822	-2597.68	-2809.419	211.7396	1.47909	2.493212
828	-2606.708	-2818.49	211.7824	1.436271	2.493212
834	-2601.595	-2813.343	211.7479	1.510237	2.468529
840	-2593.111	-2805.284	212.1731	1.543719	2.176147
846	-2600.264	-2812.972	212.7084	1.720816	1.69503
852	-2600.594	-2813.824	213.2306	1.972009	1.085422
858	-2605.732	-2818.956	213.2239	1.972009	1.091639
864	-2608.881	-2822.205	213.3238	2.049856	0.9139671
870	-2613.796	-2827.188	213.3918	1.96666	0.9305455
876	-2604.014	-2817.319	213.3049	2.053545	0.9305455
882	-2605.577	-2818.884	213.3071	2.051312	0.9305455
888	-2608.545	-2821.808	213.2627	2.046968	0.9817372
894	-2618.35	-2831.643	213.2931	2.016573	0.9817372
900	-2612.939	-2826.252	213.3128	2.013865	0.9642355
906	-2610.806	-2824.09	213.2843	2.042355	0.9642355
912	-2609.229	-2822.495	213.2663	1.969028	1.054742
918	-2606.953	-2820.232	213.2794	2.00122	1.010812
924	-2611.098	-2824.37	213.2712	2.150235	0.8591327
